⚛️豆豆影视,#genre# 
高尔夫网球,http://baidu.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
早期教育,http://baidu.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
东方财*,http://baidu.live.cqccn.com/__cl/cg:live/__c/dfcj/__op/default/__f//index.m3u8
证券服务,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiazheng/__op/default/__f//index.m3u8
书画,http://baidu.live.cqccn.com/__cl/cg:live/__c/shuhua/__op/default/__f//index.m3u8
新动漫,http://baidu.live.cqccn.com/__cl/cg:live/__c/dongman/__op/default/__f//index.m3u8
国学频道,http://baidu.live.cqccn.com/__cl/cg:live/__c/guoxue/__op/default/__f//index.m3u8
游戏竞技,http://baidu.live.cqccn.com/__cl/cg:live/__c/youxi/__op/default/__f//index.m3u8
中华特产,http://baidu.live.cqccn.com/__cl/cg:live/__c/techan/__op/default/__f//index.m3u8
极速汽车,http://baidu.live.cqccn.com/__cl/cg:live/__c/car/__op/default/__f//index.m3u8
生态环境,http://baidu.live.cqccn.com/__cl/cg:live/__c/shengtai/__op/default/__f//index.m3u8
四海钓鱼,http://baidu.live.cqccn.com/__cl/cg:live/__c/diaoyu/__op/default/__f//index.m3u8
发现之旅,http://baidu.live.cqccn.com/__cl/cg:live/__c/faxian/__op/default/__f//index.m3u8
DOXTV,http://baidu.live.cqccn.com/__cl/cg:live/__c/doxtv/__op/default/__f//index.m3u8
法治天地,http://baidu.live.cqccn.com/__cl/cg:live/__c/fazhi/__op/default/__f//index.m3u8
金色学堂,http://baidu.live.cqccn.com/__cl/cg:live/__c/jinse/__op/default/__f//index.m3u8
收藏天下,http://baidu.live.cqccn.com/__cl/cg:live/__c/soucang/__op/default/__f//index.m3u8
财富天下,http://baidu.live.cqccn.com/__cl/cg:live/__c/caifu/__op/default/__f//index.m3u8
女性时尚,http://baidu.live.cqccn.com/__cl/cg:live/__c/nvxing/__op/default/__f//index.m3u8
幸福彩,http://baidu.live.cqccn.com/__cl/cg:live/__c/qicai/__op/default/__f//index.m3u8
天元围棋,http://baidu.live.cqccn.com/__cl/cg:live/__c/weiqi/__op/default/__f//index.m3u8
先锋乒羽,http://baidu.live.cqccn.com/__cl/cg:live/__c/xianfeng/__op/default/__f//index.m3u8
环球旅游,http://baidu.live.cqccn.com/__cl/cg:live/__c/huanqiulvyou/__op/default/__f//index.m3u8
老故事,http://baidu.live.cqccn.com/__cl/cg:live/__c/gushi/__op/default/__f//index.m3u8
摄影频道,http://baidu.live.cqccn.com/__cl/cg:live/__c/sheying/__op/default/__f//index.m3u8
网络棋牌,http://baidu.live.cqccn.com/__cl/cg:live/__c/qipai/__op/default/__f//index.m3u8
靓妆,http://baidu.live.cqccn.com/__cl/cg:live/__c/liang/__op/default/__f//index.m3u8
重庆新闻,http://baidu.live.cqccn.com/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f//index.m3u8
重庆影视,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f//index.m3u8
重庆社会与法,http://baidu.live.cqccn.com/__cl/cg:live/__c/CQTVTrendyHD/__op/default/__f//index.m3u8
重庆时尚生活,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqssgwHD/__op/default/__f//index.m3u8
重庆文体娱乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f//index.m3u8
重庆新农村,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqggncHD/__op/default/__f//index.m3u8
重庆少儿,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqseHD/__op/default/__f//index.m3u8
重庆科教,http://baidu.live.cqccn.com/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f//index.m3u8
重庆汽摩,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqcarSD/__op/default/__f//index.m3u8
爱看导视,http://baidu.live.cqccn.com/__cl/cg:live/__c/aikanHD/__op/default/__f//index.m3u8
长寿综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/changshou/__op/default/__f//index.m3u8
酉阳综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/youyang/__op/default/__f//index.m3u8
重广融媒,http://baidu.live.cqccn.com/__cl/cg:live/__c/cqrongmei/__op/default/__f//index.m3u8
涪陵,http://baidu.live.cqccn.com/__cl/cg:live/__c/fulingzh/__op/default/__f//index.m3u8
黔江,http://baidu.live.cqccn.com/__cl/cg:live/__c/qianjiang/__op/default/__f//index.m3u8
江津综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiangjinHD/__op/default/__f//index.m3u8
铜梁综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/tongliangzongheHD/__op/default/__f//index.m3u8
荣昌综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/rongchangHD/__op/default/__f//index.m3u8
巫溪综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/wlzh/__op/default/__f//index.m3u8
秀山综合,http://baidu.live.cqccn.com/__cl/cg:live/__c/xiushan/__op/default/__f//index.m3u8

⚛️央视频道,#genre#
 CCTV-1综合,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8
 CCTV-1综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
 CCTV-1综合,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
 CCTV-1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
 CCTV-1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls
 CCTV-1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225573/index.m3u8?fmt=ts2hls
 CCTV-1综合,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
 CCTV-1综合,http://cctvalih5ca.v.myalicdn.com/live/cctv1_2/index.m3u8
 CCTV-1综合,http://39.134.39.39/PLTV/88888888/224/3221226247/index.m3u8
 CCTV-1综合,http://39.135.34.142:8080/000000001000/1000000001000021973/1.m3u8
 CCTV-1综合,http://39.134.39.39/270000001322/69900158041111100000002133/index.m3u8
 CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8
 CCTV-1综合,http://iptv.tvfix.org/hls/cctv1hd.m3u8
 
 CCTV-2财经,http://39.184.224.99:9080/newlive/live/hls/2/live.m3u8
 CCTV-2财经,http://39.134.39.39/270000001322/69900158041111100000002135/index.m3u8
 CCTV-2财经,http://111.32.169.224/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203603.m3u8$超清1080P
 CCTV-2财经,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-2财经,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-2财经,http://39.134.32.102:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-2财经,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8$超清1080P
 CCTV-2财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
 CCTV-2财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8$超清1080P
 CCTV-2财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
 CCTV-2财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
 CCTV-2财经,http://iptv.tvfix.org/hls/cctv2hd.m3u8

 CCTV-3综艺,http://39.184.224.99:9080/newlive/live/hls/3/live.m3u8
 CCTV-3综艺,http://39.134.32.102:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-3综艺,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
 CCTV-3综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8
 CCTV-3综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
 CCTV-3综艺,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls
 CCTV-3综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
 CCTV-3综艺,http://39.135.34.142:8080/000000001000/1000000001000011218/1.m3u8
 CCTV-3综艺,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878271
 
 CCTV-4中文国际,http://39.184.224.99:9080/newlive/live/hls/4/live.m3u8
 CCTV-4中文国际,http://39.135.34.142:8080/000000001000/1000000002000031664/1.m3u8
 CCTV-4中文国际,http://39.134.39.39/270000001322/69900158041111100000002173/index.m3u8
 CCTV-4中文国际,http://183.207.248.71:80/cntv/live1/cctv-4/cctv-4
 CCTV-4中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
 CCTV-4中文国际,http://111.12.110.134:6610/PLTV/77777777/224/3221225761/index.m3u8?IASHttpSessionId=OTT3174120220914063719000314&blog.ntnas.top=$超清1080P
 CCTV-4中文国际,http://111.20.33.70/PLTV/88888893/224/3221226223/index.m3u8$超清1080P
 CCTV-4中文国际,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel4/index.m3u8$超清1080P
 CCTV-4中文国际,http://111.20.33.70/TVOD/88888893/224/3221226223/index.m3u8$超清1080P
 CCTV-4中文国际,http://111.20.33.70/TVOD/88888893/224/3221226223/index.m3u8$超清1080P
 CCTV-4中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
 CCTV-4中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$超清1080P
 CCTV-4中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
 CCTV-4中文国际,http://39.135.138.59:18890/PLTV/88888888/224/3221225621/index.m3u8$超清1080P
 CCTV-4中文国际,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8
 CCTV-4中文国际,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
 CCTV-4中文国际,http://iptv.tvfix.org/hls/cctv4hd.m3u8
 
 CCTV-5体育,http://39.184.224.99:9080/newlive/live/hls/5/live.m3u8
 CCTV-5体育,http://39.134.32.108:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-5体育,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8$超清1080P
 CCTV-5体育,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8$超清1080P
 CCTV-5体育,http://39.134.67.110/PLTV/88888888/224/3221225818/index.m3u8$超清1080P
 CCTV-5体育,http://222.175.159.226:808/hls/5/index.m3u8$超清1080P
 CCTV-5体育,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226043/1/index.m3u8?fmt=ts2hls
 CCTV-5体育,http://iptv.tvfix.org/hls/cctv5hd.m3u8
 CCTV-5体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225752/index.m3u8
 CCTV-5体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
 CCTV-5体育,http://39.135.34.142:8080/000000001000/1000000001000004794/1.m3u8

 CCTV-6电影,http://39.184.224.99:9080/newlive/live/hls/6/live.m3u8
 CCTV-6电影,http://183.207.248.71:80/cntv/live1/cctv-6/cctv-6
 CCTV-6电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
 CCTV-6电影,http://39.134.32.102:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-6电影,http://39.134.32.108:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-6电影,http://111.20.33.93/TVOD/88888888/224/3221225779/index.m3u8$超清1080P
 CCTV-6电影,http://111.20.33.70/TVOD/88888893/224/3221226393/index.m3u8$超清1080P
 CCTV-6电影,http://111.20.33.70/PLTV/88888893/224/3221226393/index.m3u8$超清1080P
 CCTV-6电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225650/index.m3u8
 CCTV-6电影,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8
 CCTV-6电影,http://iptv.tvfix.org/hls/cctv6hd.m3u8
 
 CCTV-7国防军事,http://39.184.224.99:9080/newlive/live/hls/7/live.m3u8
 CCTV-7国防军事,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000510003.m3u8$超清1080P
 CCTV-7国防军事,http://111.20.33.70/PLTV/88888893/224/3221226248/index.m3u8$超清1080P
 CCTV-7国防军事,http://111.20.33.93/TVOD/88888888/224/3221225778/index.m3u8$超清1080P
 CCTV-7国防军事,http://222.175.159.226:808/hls/8/index.m3u8$超清1080P
 CCTV-7国防军事,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls
 CCTV-7国防军事,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
 CCTV-7国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
 CCTV-7国防军事,http://39.135.32.29:6610/000000001000/1000000001000017218/1.m3u8
 CCTV-7国防军事,http://cctvalih5ca.v.myalicdn.com/live/cctv7_2/index.m3u8
 CCTV-7国防军事,http://39.134.39.39/270000001322/69900158041111100000002141/index.m3u8
 CCTV-7国防军事,http://39.135.34.142:8080/000000001000/1000000001000017218/1.m3u8
 CCTV-7国防军事,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168121
 CCTV-7国防军事,http://iptv.tvfix.org/hls/cctv7hd.m3u8
  
 CCTV-8电视剧,http://39.184.224.99:9080/newlive/live/hls/8/live.m3u8
 CCTV-8电视剧,http://39.134.32.102:6610/270000001111/1110000309/index.m3u8?IASHttpSessionId=OTT$超清1080P
 CCTV-8电视剧,http://111.20.33.70/TVOD/88888893/224/3221226391/index.m3u8$超清1080P
 CCTV-8电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8$超清1080P
 CCTV-8电视剧,http://219.140.56.34:3333/tsfile/live/1008_1.m3u8超清1080P
 CCTV-8电视剧,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8$高清1080P
 CCTV-8电视剧,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
 CCTV-8电视剧,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
 CCTV-8电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
 CCTV-8电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
 CCTV-8电视剧,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
 CCTV-8电视剧,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356
 
 CCTV-9纪录,http://39.184.224.99:9080/newlive/live/hls/9/live.m3u8
 CCTV-9纪录,http://111.20.33.93/TVOD/88888893/224/3221226197/index.m3u8$超清1080P
 CCTV-9纪录,http://111.20.33.93/TVOD/88888888/224/3221225758/index.m3u8$超清1080P
 CCTV-9纪录,http://222.175.159.226:808/hls/10/index.m3u8$超清1080P
 CCTV-9纪录,http://39.134.67.110/PLTV/88888888/224/3221225676/index.m3u8$超清1080P
 CCTV-9纪录,http://219.140.56.34:3333/tsfile/live/1009_1.m3u8$超清1080P
 CCTV-9纪录,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8$高清1080P
 CCTV-9纪录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225920/index.m3u8?fmt=ts2hls
 CCTV-9纪录,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
 CCTV-9纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
 CCTV-9纪录,http://39.134.39.39/270000001322/69900158041111100000002144/index.m3u8
 CCTV-9纪录,http://39.135.34.142:8080/000000001000/1000000001000014583/1.m3u8
 CCTV-9纪录,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168140
 CCTV-9纪录,http://iptv.tvfix.org/hls/cctv9hd.m3u8

 CCTV-10科教,http://39.184.224.99:9080/newlive/live/hls/10/live.m3u8
 CCTV-10科教,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8$超清1080P
 CCTV-10科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8$超清1080P
 CCTV-10科教,http://219.140.56.34:3333/tsfile/live/0010_1.m3u8$超清1080P
 CCTV-10科教,http://111.20.33.93/TVOD/88888888/224/3221225777/index.m3u8$超清1080P
 CCTV-10科教,http://222.175.159.226:808/hls/11/index.m3u8$超清1080P
 CCTV-10科教,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203503.m3u8$超清1080P
 CCTV-10科教,http://39.134.67.110/PLTV/88888888/224/3221225677/index.m3u8$超清1080P
 CCTV-10科教,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
 CCTV-10科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
 CCTV-10科教,http://cctvalih5ca.v.myalicdn.com/live/cctv10_2/index.m3u8
 CCTV-10科教,http://39.134.39.39/270000001322/69900158041111100000002146/index.m3u8
 CCTV-10科教,http://39.135.34.142:8080/000000001000/1000000001000023734/1.m3u8
 CCTV-10科教,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878405
 
 CCTV-11戏曲,http://39.184.224.99:9080/newlive/live/hls/11/live.m3u8
 CCTV-11戏曲,http://cctvalih5ca.v.myalicdn.com/live/cctv11_2/index.m3u8
 CCTV-11戏曲,http://39.135.34.142:8080/000000001000/1000000002000019789/1.m3u8
 CCTV-11戏曲,http://39.134.39.39/270000001322/69900158041111100000002177/index.m3u8
 CCTV-11戏曲,http://183.207.248.71:80/cntv/live1/n-cctv-11/n-cctv-11
 CCTV-11戏曲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/672923822
 CCTV-11戏曲,http://iptv.tvfix.org/hls/cctv11hd.m3u8
 
 CCTV-12社会与法,http://39.184.224.99:9080/newlive/live/hls/12/live.m3u8
 CCTV-12社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
 CCTV-12社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
 CCTV-12社会与法,http://39.135.32.29:6610/000000001000/1000000001000032494/1.m3u8
 CCTV-12社会与法,http://cctvalih5ca.v.myalicdn.com/live/cctv12_2/index.m3u8
 CCTV-12社会与法,http://39.134.39.39/270000001322/69900158041111100000002147/index.m3u8
 CCTV-12社会与法,http://39.135.34.142:8080/000000001000/1000000001000032494/1.m3u8
 CCTV-12社会与法,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168185
 
 CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
 CCTV-13新闻,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
 CCTV-13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
 CCTV-13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
 CCTV-13新闻,http://cctvalih5ca.v.myalicdn.com/live/cctv13_2/index.m3u8
 CCTV-13新闻,http://39.135.34.142:8080/000000001000/1000000002000021303/1.m3u8
 CCTV-13新闻,http://39.134.39.39/270000001322/69900158041111100000002179/index.m3u8
 CCTV-13新闻,http://183.207.248.71:80/cntv/live1/cctv-13/cctv-13
 CCTV-13新闻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/672922360
 
 CCTV-14少儿,http://39.184.224.99:9080/newlive/live/hls/14/live.m3u8
 CCTV-14少儿,http://39.135.34.142:8080/000000001000/1000000001000008170/1.m3u8
 CCTV-14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
 CCTV-14少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
 CCTV-14少儿,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878440
 CCTV-14少儿,http://iptv.tvfix.org/hls/cctv14hd.m3u8
 
 CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
 CCTV-15音乐,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
 CCTV-15音乐,http://cctvalih5ca.v.myalicdn.com/live/cctv15_2/index.m3u8
 CCTV-15音乐,http://39.135.34.142:8080/000000001000/1000000002000008163/1.m3u8
 CCTV-15音乐,rtsp://183.252.176.54:554/PLTV/88888888/224/3221225998/10000100000000060000000002296745_0.smil
 CCTV-15音乐,http://183.207.248.71:80/cntv/live1/n-cctv-15/n-cctv-15
 CCTV-15音乐,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168223
 
 CCTV-16奥林匹克,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
 CCTV-16奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
 CCTV-16奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233403/index.m3u8
 CCTV-16奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233409/index.m3u8
 CCTV-16奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233406/index.m3u8
 CCTV-16奥林匹克,http://iptv.tvfix.org/hls/cctv16hd.m3u8
 
 CCTV-17农业农村,http://39.184.224.99:9080/newlive/live/hls/17/live.m3u8
 CCTV-17农业农村,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
 CCTV-17农业农村,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8
 CCTV-17农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
 CCTV-17农业农村,http://cctvalih5ca.v.myalicdn.com/live/cctv17_2/index.m3u8
 CCTV-17农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
 CCTV-17农业农村,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17
 CCTV-17农业农村,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168256
 
 CCTV-5+体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
 CCTV-5+体育赛事,http://iptv.tvfix.org/hls/cctv5phd.m3u8
 CCTV-5+体育赛事,http://39.135.34.142:8080/000000001000/1000000001000020505/1.m3u8
 CCTV-5+体育赛事,http://39.134.39.39/270000001322/69900158041111100000002139/index.m3u8
 CCTV-5+体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
 
 CCTV1超高清FHD,http://117.169.120.142:8080/live/cctv-1/1.m3u8
 CCTV2超高清FHD,http://117.169.120.142:8080/live/cctv-2/1.m3u8
 CCTV3超高清FHD,http://117.169.120.142:8080/live/cctv-3/1.m3u8
 CCTV4超高清FHD,http://117.169.120.142:8080/live/cctv-4/1.m3u8
 CCTV5超高清FHD,http://183.207.255.197/live/program/live/cctv5hd/4000000/mnf.m3u8
 CCTV6超高清FHD,http://117.169.120.142:8080/live/cctv-6/1.m3u8
 CCTV7超高清FHD,http://117.169.120.142:8080/live/cctv-7/1.m3u8
 CCTV8超高清FHD,http://117.169.120.142:8080/live/cctv-8/1.m3u8
 CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
 CCTV9超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231697/index.m3u8
 CCTV10超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231666/index.m3u8
 CCTV11超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231711/index.m3u8
 CCTV12超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231660/index.m3u8
 CCTV13超高清,http://117.169.120.247:8080/live/cctv-13/1.m3u8
 CCTV14超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231648/index.m3u8
 CCTV15超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231693/index.m3u8
 CCTV16蓝光4K画质,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
 CCTV17超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231772/index.m3u8
 CCTV世界地理,,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
 CCTV电视指南,http://39.134.196.142/hlsmgsplive.miguvideo.com:8080/ws_v/2018/dszn/dszn711/1000/index.m3u8
 中国天气,http://140.207.241.2:8080/live/program/live/zgqx/1300000/mnf.m3u8
